id,noc,medal
1352,DEN,Gold
1353,DEN,Gold
1354,SUI,Bronze
1355,CUB,Silver
1356,USA,Silver
1357,GER,Gold
1358,USA,Bronze
1359,USA,Silver
1360,GER,Silver
1361,GER,Gold
1362,ROU,Bronze
1363,CRO,Gold
1364,ITA,Silver
1365,FRA,Gold
1366,ITA,Silver
1367,ITA,Bronze
1368,ITA,Gold
1369,URS,Silver
1370,RUS,Bronze
1371,RUS,Gold
1372,EUN,Gold
1373,RUS,Bronze
1374,HUN,Silver
1375,HUN,Bronze
1376,HUN,Bronze
1377,FRA,Bronze
1378,URS,Silver
1379,BRA,Silver
1380,BRA,Silver
1381,EUN,Gold
1382,CAN,Gold
1383,GBR,Bronze
1384,GBR,Gold
1385,AUS,Bronze
1386,FRA,Silver
1387,ITA,Silver
1388,USA,Gold
1389,USA,Gold
1390,POL,Silver
1391,ARG,Bronze
1392,USA,Bronze
1393,ITA,Gold
1394,FRA,Silver
1395,ESP,Gold
1396,PAR,Silver
1397,URS,Bronze
1398,NOR,Gold
1399,NOR,Gold
1400,ITA,Bronze
1401,MNE,Silver
1402,URS,Silver
1403,URS,Gold
1404,URS,Gold
1405,USA,Gold
1406,GBR,Gold
1407,GBR,Silver
1408,GBR,Silver
1409,GBR,Silver
1410,AUS,Bronze
1411,AUS,Bronze
1412,USA,Gold
1413,USA,Gold
1414,USA,Bronze
1415,USA,Gold
1416,USA,Gold
1417,FIN,Bronze
1418,USA,Gold
1419,FIN,Silver
1420,TCH,Bronze
1421,USA,Bronze
1422,URS,Gold
1423,USA,Gold
1424,USA,Gold
1425,CAN,Gold
1426,CAN,Gold
1427,IRL,Bronze
1428,IRL,Bronze
1429,USA,Silver
1430,USA,Gold
1431,ANZ,Gold
1432,USA,Bronze
1433,AUS,Bronze
1434,ESP,Bronze
1435,SWE,Gold
1436,SWE,Bronze
1437,NED,Silver
1438,USA,Bronze
1439,FRA,Bronze
1440,USA,Silver
1441,FRA,Silver
1442,USA,Silver
1443,AUS,Gold
1444,AUS,Bronze
1445,AUS,Silver
1446,AUS,Silver
1447,FRA,Bronze
1448,FRA,Bronze
1449,FRA,Gold
1450,ESP,Silver
1451,PAR,Silver
1452,PAR,Silver
1453,POR,Bronze
1454,GBR,Silver
1455,USA,Silver
1456,GBR,Gold
1457,GBR,Bronze
1458,USA,Gold
1459,GBR,Gold
1460,USA,Silver
1461,USA,Gold
1462,CHI,Bronze
1463,ESP,Gold
1464,ARG,Bronze
1465,ARG,Silver
1466,CUB,Silver
1467,USA,Silver
1468,GUA,Silver
1469,CUB,Bronze
1470,USA,Gold
1471,ESP,Bronze
1472,ESP,Bronze
1473,NZL,Silver
1474,GBR,Silver
1475,QAT,Bronze
1476,QAT,Silver
1477,ITA,Silver
1478,ITA,Silver
1479,RUS,Gold
1480,DEN,Bronze
1481,DEN,Silver
1482,HUN,Silver
1483,HUN,Gold
1484,ITA,Gold
1485,SVK,Bronze
1486,CAN,Silver
1487,GER,Bronze
1488,URS,Silver
1489,URS,Silver
1490,USA,Gold
1491,FRG,Bronze
1492,HUN,Bronze
1493,CUB,Gold
1494,ITA,Gold
1495,GER,Bronze
1496,GER,Bronze
1497,GER,Bronze
1498,USA,Silver
1499,AUT,Silver
1500,GBR,Gold
1501,CAN,Silver
1502,GBR,Bronze
1503,GBR,Silver
1504,USA,Silver
1505,NED,Gold
1506,NED,Silver
1507,NED,Silver
1508,POL,Bronze
1509,ITA,Silver
1510,GBR,Silver
1511,USA,Bronze
1512,USA,Bronze
1513,USA,Bronze
1514,TCH,Bronze
1515,TCH,Silver
1516,GER,Gold
1517,GER,Gold
1518,RUS,Bronze
1519,URS,Gold
1520,URS,Gold
1521,URS,Bronze
1522,URS,Silver
1523,RUS,Bronze
1524,ITA,Bronze
1525,FRA,Silver
1526,ITA,Bronze
1527,URS,Silver
1528,EUN,Silver
1529,FRA,Bronze
1530,GER,Silver
1531,URS,Gold
1532,PAK,Bronze
1533,ESP,Bronze
1534,YUG,Gold
1535,YUG,Bronze
1536,ITA,Gold
1537,ITA,Silver
1538,USA,Gold
1539,ARG,Silver
1540,FRG,Silver
1541,FRA,Silver
1542,CAN,Silver
1543,HUN,Gold
1544,FRA,Gold
1545,BEL,Gold
1546,POL,Gold
1547,POL,Gold
1548,USA,Bronze
1549,GBR,Bronze
1550,GBR,Gold
1551,USA,Bronze
1552,USA,Bronze
1553,SCG,Bronze
1554,SCG,Gold
1555,GER,Gold
1556,GER,Gold
1557,BRA,Silver
1558,URS,Silver
1559,AUS,Silver
1560,AUS,Silver
1561,AUS,Bronze
1562,GBR,Silver
1563,USA,Silver
1564,GBR,Silver
1565,AUS,Bronze
1566,GBR,Bronze
1567,ITA,Bronze
1568,ITA,Bronze
1569,ITA,Silver
1570,EUN,Silver
1571,RUS,Silver
1572,RUS,Silver
1573,RUS,Silver
1574,BLR,Silver
1575,GDR,Bronze
1576,GER,Bronze
1577,FRA,Bronze
1578,FRA,Silver
1579,FRA,Bronze
1580,FRA,Bronze
1581,FRA,Bronze
1582,GER,Gold
1583,CZE,Silver
1584,CZE,Bronze
1585,CZE,Bronze
1586,GER,Gold
1587,GER,Silver
1588,HUN,Gold
1589,USA,Bronze
1590,USA,Gold
1591,BEL,Silver
1592,GER,Bronze
1593,GER,Gold
1594,GER,Silver
1595,GDR,Bronze
1596,FRA,Silver
1597,FRA,Silver
1598,FRA,Silver
1599,FRA,Bronze
1600,BEL,Gold
1601,GBR,Silver
1602,URS,Bronze
1603,GDR,Silver
1604,AUT,Gold
1605,SUI,Silver
1606,CAN,Gold
1607,CAN,Gold
1608,GER,Gold
1609,GDR,Gold
1610,FRG,Gold
1611,FRG,Silver
1612,GER,Silver
1613,GER,Silver
1614,GER,Silver
1615,USA,Silver
1616,USA,Gold
1617,FRA,Bronze
1618,EUN,Gold
1619,MEX,Gold
1620,BEL,Silver
1621,FRA,Silver
1622,FRA,Gold
1623,FRA,Bronze
1624,USA,Gold
1625,USA,Silver
1626,USA,Gold
1627,USA,Silver
1628,USA,Silver
1629,GBR,Silver
1630,FRA,Silver
1631,USA,Silver
1632,AUS,Gold
1633,AUS,Gold
1634,USA,Silver
1635,GBR,Silver
1636,GBR,Bronze
1637,URS,Bronze
1638,EUN,Bronze
1639,YUG,Bronze
1640,URS,Gold
1641,URS,Bronze
1642,URS,Gold
1643,USA,Silver
1644,USA,Silver
1645,GBR,Gold
1646,AUS,Bronze
1647,AUS,Bronze
1648,GBR,Silver
1649,USA,Gold
1650,YUG,Silver
1651,USA,Silver
1652,USA,Silver
1653,USA,Gold
1654,USA,Bronze
1655,USA,Gold
1656,USA,Silver
1657,USA,Silver
1658,USA,Gold
1659,USA,Silver
1660,CAN,Bronze
1661,AUS,Bronze
1662,FRA,Bronze
1663,CAN,Silver
1664,GBR,Bronze
1665,USA,Silver
1666,CMR,Gold
1667,FRA,Gold
1668,CAN,Bronze
1669,USA,Silver
1670,USA,Silver
1671,USA,Bronze
1672,ANZ,Silver
1673,AUS,Silver
1674,AUS,Silver
1675,POL,Gold
1676,EUN,Gold
1677,BRA,Silver
1678,BRA,Bronze
1679,YUG,Silver
1680,YUG,Gold
1681,GBR,Bronze
1682,GBR,Gold
1683,FRA,Bronze
1684,FRA,Silver
1685,CAN,Gold
1686,ROU,Gold
1687,GER,Bronze
1688,YUG,Bronze
1689,USA,Bronze
1690,USA,Bronze
1691,AUS,Gold
1692,GDR,Gold
1693,GDR,Silver
1694,SUI,Silver
1695,GER,Gold
1696,GER,Gold
1697,GER,Silver
1698,USA,Silver
1699,FRG,Bronze
1700,FRG,Silver
1701,USA,Bronze
1702,USA,Bronze
1703,USA,Gold
1704,USA,Silver
1705,USA,Gold
1706,GER,Gold
1707,GER,Gold
1708,JAM,Silver
1709,CAN,Bronze
1710,AUS,Silver
1711,USA,Gold
1712,FRG,Bronze
1713,FRG,Bronze
1714,BEL,Bronze
1715,CAN,Bronze
1716,CAN,Gold
1717,CAN,Gold
1718,USA,Gold
1719,RSA,Bronze
1720,ROU,Bronze
1721,TCH,Bronze
1722,BRA,Silver
1723,TCH,Silver
1724,SUI,Silver
1725,BEL,Bronze
1726,SUI,Silver
1727,USA,Gold
1728,GDR,Silver
1729,GDR,Bronze
1730,SUI,Silver
1731,SUI,Gold
1732,USA,Gold
1733,GBR,Gold
1734,NED,Bronze
1735,AUS,Gold
1736,AUS,Silver
1737,USA,Silver
1738,USA,Bronze
1739,URS,Silver
1740,FRA,Silver
1741,BRA,Silver
1742,BRA,Silver
1743,GER,Silver
1744,GER,Silver
1745,GER,Gold
1746,GER,Bronze
1747,GDR,Bronze
1748,FRA,Silver
1749,GDR,Silver
1750,GDR,Bronze
1751,GDR,Gold
1752,GDR,Silver
1753,GER,Gold
1754,GER,Bronze
1755,GER,Gold
1756,GDR,Gold
1757,GDR,Silver
1758,GER,Gold
1759,GER,Silver
1760,GER,Silver
1761,GER,Bronze
1762,NZL,Silver
1763,GER,Bronze
1764,GER,Gold
1765,GDR,Bronze
1766,GDR,Silver
1767,GDR,Silver
1768,AZE,Bronze
1769,NED,Gold
1770,FRA,Silver
1771,ESP,Silver
1772,USA,Bronze
1773,USA,Silver
1774,GER,Silver
1775,ESP,Gold
1776,MEX,Bronze
1777,GRE,Gold
1778,GRE,Bronze
1779,HUN,Bronze
1780,URS,Silver
1781,NOR,Silver
1782,RSA,Bronze
1783,RSA,Silver
1784,NED,Silver
1785,NOR,Gold
1786,CMR,Gold
1787,BLR,Silver
1788,CAN,Bronze
1789,ESP,Silver
1790,ESP,Bronze
1791,USA,Silver
1792,AUS,Gold
1793,AUS,Gold
1794,AUS,Silver
1795,NED,Bronze
1796,EUN,Bronze
1797,EUN,Gold
1798,RUS,Silver
1799,URS,Silver
1800,URS,Bronze
1801,CUB,Silver
1802,CAN,Silver
1803,AUS,Silver
1804,USA,Bronze
1805,USA,Gold
1806,AUS,Silver
1807,AUS,Silver
1808,CUB,Gold
1809,CUB,Gold
1810,CUB,Gold
1811,USA,Silver
1812,USA,Silver
1813,USA,Silver
1814,ITA,Bronze
1815,POR,Silver
1816,POR,Silver
1817,ITA,Gold
1818,ITA,Gold
1819,ITA,Bronze
1820,ITA,Gold
1821,GBR,Gold
1822,ITA,Gold
1823,ITA,Silver
1824,ITA,Bronze
1825,ITA,Bronze
1826,ITA,Bronze
1827,ITA,Silver
1828,ITA,Bronze
1829,ITA,Bronze
1830,ITA,Gold
1831,ITA,Silver
1832,ESP,Silver
1833,ESP,Silver
1834,ESP,Gold
1835,ESP,Bronze
1836,EUN,Bronze
1837,AUS,Silver
1838,RUS,Bronze
1839,URS,Silver
1840,URS,Gold
1841,URS,Gold
1842,URS,Gold
1843,URS,Bronze
1844,URS,Bronze
1845,URS,Gold
1846,URS,Bronze
1847,URS,Bronze
1848,URS,Silver
1849,RUS,Gold
1850,EUN,Silver
1851,EUN,Bronze
1852,EUN,Bronze
1853,RUS,Bronze
1854,GDR,Bronze
1855,CUB,Silver
1856,CUB,Silver
1857,RUS,Gold
1858,URS,Silver
1859,URS,Bronze
1860,URS,Gold
1861,RUS,Bronze
1862,RUS,Silver
1863,RUS,Bronze
1864,URS,Silver
1865,URS,Bronze
1866,URS,Gold
1867,MAR,Silver
1868,FRA,Silver
1869,TCH,Silver
1870,TCH,Bronze
1871,ITA,Bronze
1872,GER,Silver
1873,GER,Silver
1874,POL,Bronze
1875,FRG,Bronze
1876,HUN,Gold
1877,GER,Gold
1878,GER,Silver
1879,HUN,Silver
1880,HUN,Gold
1881,HUN,Bronze
1882,HUN,Gold
1883,HUN,Gold
1884,HUN,Gold
1885,ITA,Bronze
1886,ITA,Gold
1887,TCH,Silver
1888,CAN,Bronze
1889,CAN,Bronze
1890,CAN,Bronze
1891,AUS,Bronze
1892,SWE,Silver
1893,SWE,Gold
1894,SWE,Bronze
1895,USA,Silver
1896,USA,Silver
1897,MAR,Silver
1898,MAR,Bronze
1899,POL,Silver
1900,ALG,Silver
1901,PAR,Silver
1902,USA,Silver
1903,USA,Gold
1904,USA,Silver
1905,USA,Gold
1906,CAN,Bronze
1907,CAN,Gold
1908,NED,Silver
1909,FRA,Bronze
1910,USA,Bronze
1911,USA,Bronze
1912,USA,Gold
1913,USA,Bronze
1914,USA,Gold
1915,USA,Bronze
1916,USA,Gold
1917,USA,Gold
1918,USA,Gold
1919,GBR,Gold
1920,USA,Silver
1921,GBR,Silver
1922,GBR,Silver
1923,GBR,Gold
1924,GBR,Silver
1925,NED,Gold
1926,NED,Bronze
1927,NED,Bronze
1928,USA,Gold
1929,CAN,Silver
1930,CAN,Gold
1931,USA,Bronze
1932,USA,Silver
1933,CUB,Bronze
1934,FRG,Gold
1935,GBR,Gold
1936,ROU,Bronze
1937,USA,Bronze
1938,USA,Gold
1939,USA,Gold
1940,ITA,Gold
1941,SUI,Bronze
1942,SUI,Bronze
1943,SUI,Bronze
1944,SUI,Silver
1945,SUI,Gold
1946,SUI,Silver
1947,CZE,Gold
1948,ROU,Bronze
1949,BUL,Silver
1950,URS,Gold
1951,URS,Bronze
1952,USA,Gold
1953,USA,Silver
1954,USA,Gold
1955,ROU,Bronze
1956,HUN,Bronze
1957,GBR,Silver
1958,GBR,Gold
1959,GBR,Silver
1960,GBR,Gold
1961,GBR,Gold
1962,GBR,Gold
1963,UKR,Bronze
1964,UKR,Silver
1965,RUS,Gold
1966,RUS,Bronze
1967,RUS,Gold
1968,URS,Gold
1969,URS,Gold
1970,RUS,Silver
1971,RUS,Gold
1972,FIN,Bronze
1973,FIN,Silver
1974,USA,Gold
1975,USA,Gold
1976,USA,Gold
1977,USA,Silver
1978,USA,Silver
1979,USA,Silver
1980,ITA,Silver
1981,NOR,Bronze
1982,CAN,Silver
1983,URS,Silver
1984,AUT,Gold
1985,FRA,Bronze
1986,USA,Gold
1987,USA,Silver
1988,USA,Silver
1989,TCH,Gold
1990,SWE,Bronze
1991,NOR,Silver
1992,CAN,Bronze
1993,FRG,Gold
1994,USA,Gold
1995,NOR,Gold
1996,NOR,Gold
1997,NOR,Silver
1998,NOR,Bronze
1999,CAN,Gold
2000,CAN,Gold
2001,ESP,Gold
2002,USA,Silver
2003,SWE,Bronze
2004,SWE,Gold
2005,SWE,Silver
2006,SWE,Bronze
2007,AUT,Silver
2008,SWE,Bronze
2009,SWE,Bronze
2010,SWE,Gold
2011,SWE,Silver
2012,SWE,Silver
2013,SWE,Gold
2014,SWE,Silver
2015,SWE,Silver
2016,NOR,Silver
2017,USA,Gold
2018,SWE,Gold
2019,SWE,Silver
2020,SWE,Bronze
2021,SWE,Bronze
2022,SWE,Gold
2023,SWE,Bronze
2024,SWE,Bronze
2025,SWE,Silver
2026,SWE,Silver
2027,NOR,Gold
2028,SWE,Bronze
2029,SCG,Silver
2030,UKR,Silver
2031,AUS,Silver
2032,HUN,Silver
2033,NED,Silver
2034,NED,Bronze
2035,HUN,Gold
2036,USA,Silver
2037,USA,Gold
2038,USA,Bronze
2039,USA,Gold
2040,URS,Gold
2041,URS,Silver
2042,USA,Silver
2043,CUB,Silver
2044,CUB,Silver
2045,BRA,Silver
2046,FRA,Bronze
2047,FRA,Bronze
2048,FRA,Bronze
2049,FRA,Gold
2050,FRA,Silver
2051,FRA,Gold
2052,CAN,Silver
2053,TTO,Bronze
2054,ITA,Silver
2055,BRA,Silver
2056,ITA,Bronze
2057,FRA,Bronze
2058,FRA,Bronze
2059,POL,Silver
2060,FRG,Bronze
2061,CAN,Gold
2062,FRA,Bronze
2063,FRG,Bronze
2064,NOR,Bronze
2065,NOR,Silver
2066,DEN,Bronze
2067,DEN,Silver
2068,DEN,Gold
2069,DEN,Bronze
2070,DEN,Silver
2071,FRA,Bronze
2072,ITA,Gold
2073,GBR,Gold
2074,GBR,Gold
2075,AUS,Silver
2076,AUS,Gold
2077,AUS,Bronze
2078,DEN,Silver
2079,NOR,Gold
2080,FRA,Bronze
2081,GER,Gold
2082,SWE,Gold
2083,ITA,Bronze
2084,ITA,Silver
2085,ITA,Bronze
2086,ITA,Bronze
2087,ITA,Bronze
2088,ITA,Gold
2089,FRA,Bronze
2090,GDR,Bronze
2091,FRA,Silver
2092,AUS,Bronze
2093,USA,Silver
2094,SWE,Silver
2095,USA,Gold
2096,USA,Gold
2097,URS,Silver
2098,HUN,Bronze
2099,NED,Silver
2100,URS,Gold
2101,URS,Bronze
2102,ROU,Gold
2103,CMR,Silver
2104,RUS,Silver
2105,FRA,Gold
2106,AUS,Silver
2107,URS,Silver
2108,URS,Gold
2109,CUB,Gold
2110,CAN,Gold
2111,URS,Gold
2112,SUI,Bronze
2113,SUI,Silver
2114,FRA,Gold
2115,SWE,Bronze
2116,GER,Silver
2117,GBR,Bronze
2118,NED,Silver
2119,NED,Silver
2120,NED,Bronze
2121,GBR,Gold
2122,CAN,Bronze
2123,AUS,Silver
2124,GDR,Bronze
2125,GDR,Gold
2126,GDR,Gold
2127,GDR,Bronze
2128,GER,Bronze
2129,FRG,Bronze
2130,FRG,Silver
2131,TUR,Silver
2132,YUG,Gold
2133,URS,Bronze
2134,UKR,Bronze
2135,UKR,Bronze
2136,USA,Silver
2137,IND,Gold
2138,GBR,Bronze
2139,GBR,Gold
2140,USA,Bronze
2141,CHN,Silver
2142,ITA,Gold
2143,URS,Gold
2144,URS,Gold
2145,ITA,Silver
2146,ITA,Gold
2147,ITA,Silver
2148,ITA,Gold
2149,ITA,Gold
2150,SUI,Silver
2151,USA,Gold
2152,ITA,Silver
2153,FRA,Gold
2154,ITA,Gold
2155,GBR,Silver
2156,CRO,Bronze
2157,BLR,Bronze
2158,BLR,Bronze
2159,SUI,Silver
2160,ARG,Silver
2161,MAR,Bronze
2162,DEN,Silver
2163,NOR,Gold
2164,GER,Gold
2165,GER,Silver
2166,GER,Bronze
2167,GER,Gold
2168,AUT,Bronze
2169,AUT,Gold
2170,AUT,Bronze
2171,SUI,Bronze
2172,URS,Silver
2173,URS,Gold
2174,URS,Bronze
2175,URS,Gold
2176,FRG,Gold
2177,CAN,Bronze
2178,CAN,Bronze
2179,NED,Bronze
2180,USA,Gold
2181,USA,Gold
2182,CRO,Silver
2183,FRA,Gold
2184,TUR,Bronze
2185,ETH,Gold
2186,ETH,Gold
2187,BUL,Gold
2188,KEN,Bronze
2189,FRA,Silver
2190,USA,Silver
2191,USA,Gold
2192,USA,Gold
2193,USA,Gold
2194,USA,Gold
2195,USA,Bronze
2196,FRA,Gold
2197,USA,Bronze
2198,USA,Silver
2199,IND,Bronze
2200,USA,Silver
2201,USA,Bronze
2202,USA,Bronze
2203,USA,Silver
2204,USA,Bronze
2205,CAN,Silver
2206,CAN,Gold
2207,CAN,Gold
2208,UKR,Bronze
2209,URS,Bronze
2210,URS,Gold
2211,URS,Gold
2212,URS,Gold
2213,URS,Silver
2214,URS,Silver
2215,URS,Gold
2216,GRE,Gold
2217,NED,Silver
2218,GBR,Bronze
2219,GBR,Bronze
2220,GBR,Gold
2221,FRA,Gold
2222,YUG,Silver
2223,USA,Gold
2224,USA,Gold
2225,USA,Gold
2226,USA,Bronze
2227,USA,Gold
2228,USA,Gold
2229,USA,Silver
2230,USA,Gold
2231,USA,Silver
2232,USA,Gold
2233,USA,Gold
2234,FRA,Silver
2235,BRA,Bronze
2236,ITA,Bronze
2237,ITA,Silver
2238,SRB,Silver
2239,DEN,Silver
2240,DEN,Silver
2241,GBR,Silver
2242,NZL,Bronze
2243,USA,Gold
2244,USA,Gold
2245,USA,Gold
2246,USA,Gold
2247,USA,Gold
2248,AUS,Bronze
2249,NOR,Gold
2250,NOR,Gold
2251,GBR,Gold
2252,POL,Bronze
2253,AUS,Silver
2254,HUN,Gold
2255,HUN,Gold
2256,HUN,Gold
2257,ROU,Bronze
2258,ROU,Silver
2259,ROU,Bronze
2260,GBR,Silver
2261,RUS,Gold
2262,GER,Gold
2263,GER,Silver
2264,GER,Bronze
2265,GER,Gold
2266,AUS,Bronze
2267,GBR,Silver
2268,USA,Gold
2269,ITA,Bronze
2270,ITA,Silver
2271,CAN,Bronze
2272,AUT,Silver
2273,GBR,Silver
2274,FRG,Bronze
2275,GER,Gold
2276,GER,Silver
2277,USA,Gold
2278,YUG,Bronze
2279,YUG,Gold
2280,YUG,Silver
2281,DEN,Silver
2282,USA,Silver
2283,FIN,Silver
2284,BRA,Gold
2285,SWE,Bronze
2286,FIN,Silver
2287,NOR,Bronze
2288,NOR,Silver
2289,NOR,Silver
2290,NOR,Silver
2291,NOR,Silver
2292,NOR,Gold
2293,NOR,Bronze
2294,NOR,Silver
2295,NOR,Gold
2296,NOR,Gold
2297,NOR,Gold
2298,NOR,Gold
2299,NOR,Gold
2300,NOR,Silver
2301,NOR,Silver
2302,NOR,Gold
2303,NOR,Silver
2304,NOR,Gold
2305,NOR,Gold
2306,NOR,Gold
2307,NOR,Gold
2308,NOR,Silver
2309,NOR,Bronze
2310,NOR,Silver
2311,NOR,Silver
2312,NOR,Gold
2313,NOR,Gold
2314,NOR,Gold
2315,DEN,Silver
2316,DEN,Silver
2317,CAN,Silver
2318,USA,Bronze
2319,USA,Gold
2320,USA,Silver
2321,USA,Gold
2322,AUS,Bronze
2323,GBR,Bronze
2324,GBR,Silver
2325,GBR,Silver
2326,CAN,Bronze
2327,CAN,Bronze
2328,GBR,Bronze
2329,AUS,Bronze
2330,GBR,Gold
2331,SWE,Silver
2332,JAM,Silver
2333,BEL,Bronze
2334,BUL,Silver
2335,BUL,Silver
2336,BUL,Bronze
2337,USA,Gold
2338,USA,Gold
2339,USA,Gold
2340,USA,Gold
2341,USA,Gold
2342,NED,Silver
2343,JAM,Bronze
2344,CAN,Gold
2345,JAM,Silver
2346,JAM,Silver
2347,JAM,Gold
2348,JAM,Gold
2349,DEN,Gold
2350,FRA,Gold
2351,CAN,Gold
2352,ITA,Silver
2353,ITA,Bronze
2354,FRA,Gold
2355,FRA,Gold
2356,CUB,Bronze
2357,USA,Gold
2358,NED,Silver
2359,NED,Gold
2360,POL,Bronze
2361,POL,Gold
2362,GER,Gold
2363,NED,Gold
2364,NED,Gold
2365,NED,Gold
2366,NED,Gold
2367,USA,Gold
2368,ESP,Silver
2369,BRA,Bronze
2370,GER,Silver
2371,GER,Silver
2372,ESP,Gold
2373,GER,Silver
2374,BRA,Bronze
2375,DEN,Bronze
2376,RUS,Bronze
2377,GHA,Bronze
2378,TCH,Silver
2379,TTO,Gold
2380,TTO,Silver
2381,USA,Gold
2382,USA,Gold
2383,USA,Gold
2384,USA,Silver
2385,USA,Gold
2386,USA,Gold
2387,URS,Gold
2388,URS,Gold
2389,BEL,Silver
2390,BEL,Silver
2391,URU,Bronze
2392,RUS,Silver
2393,RUS,Gold
2394,RUS,Gold
2395,RUS,Gold
2396,FRA,Silver
2397,FRG,Silver
2398,FRG,Silver
2399,SUI,Bronze
2400,URS,Bronze
2401,URS,Bronze
2402,NED,Bronze
2403,NED,Gold
2404,SWE,Gold
2405,SWE,Silver
2406,SWE,Bronze
2407,SWE,Bronze
2408,FIN,Silver
2409,FRA,Silver
2410,DEN,Gold
2411,DEN,Bronze
2412,GER,Gold
2413,POL,Bronze
2414,POL,Bronze
2415,CAN,Bronze
2416,GBR,Silver
2417,GBR,Bronze
2418,GBR,Gold
2419,ANZ,Gold
2420,ROU,Silver
2421,YUG,Silver
2422,YUG,Silver
2423,TCH,Bronze
2424,ROU,Gold
2425,URS,Gold
2426,RUS,Gold
2427,RUS,Gold
2428,URS,Gold
2429,URS,Gold
2430,BEL,Silver
2431,BRA,Bronze
2432,URS,Silver
2433,URS,Gold
2434,URS,Silver
2435,URS,Gold
2436,SUI,Bronze
2437,GER,Bronze
2438,POL,Bronze
2439,URS,Silver
2440,URS,Silver
2441,URS,Silver
2442,RUS,Bronze
2443,NOR,Gold
2444,AUT,Silver
2445,AUT,Silver
2446,FRG,Bronze
2447,USA,Bronze
2448,FRG,Gold
2449,ITA,Bronze
2450,GDR,Silver
2451,GDR,Gold
2452,SUI,Silver
2453,AUS,Silver
2454,SCG,Silver
2455,HUN,Bronze
2456,HUN,Gold
2457,HUN,Bronze
2458,HUN,Silver
2459,GDR,Silver
2460,HUN,Silver
2461,HUN,Bronze
2462,HUN,Silver
2463,HUN,Gold
2464,DEN,Silver
2465,NED,Gold
2466,NED,Bronze
2467,FRA,Bronze
2468,AHO,Silver
2469,NED,Bronze
2470,NED,Silver
2471,GDR,Silver
2472,GER,Silver
2473,BUL,Gold
2474,RUS,Gold
2475,RUS,Gold
2476,URS,Silver
2477,BUL,Bronze
2478,BUL,Silver
2479,EUN,Bronze
2480,URS,Bronze
2481,SRB,Silver
2482,SRB,Silver
2483,URS,Gold
2484,USA,Gold
2485,ROU,Bronze
2486,URS,Bronze
2487,URS,Gold
2488,URS,Silver
2489,URS,Gold
2490,EUN,Gold
2491,USA,Gold
2492,USA,Bronze
2493,USA,Silver
2494,BUL,Gold
2495,GDR,Bronze
2496,URS,Bronze
2497,GER,Silver
2498,GER,Bronze
2499,SWE,Silver
2500,SWE,Gold
2501,GER,Bronze
2502,GER,Silver
2503,GDR,Bronze
2504,NOR,Silver
2505,DEN,Silver
2506,USA,Silver
2507,USA,Silver
2508,BEL,Silver
2509,BEL,Bronze
2510,KEN,Bronze
2511,USA,Gold
2512,FRA,Gold
2513,FRA,Bronze
2514,DEN,Bronze
2515,DEN,Gold
2516,DEN,Bronze
2517,IND,Gold
2518,GBR,Gold
2519,GBR,Gold
2520,USA,Gold
2521,EUN,Gold
2522,TTO,Bronze
2523,TTO,Bronze
2524,TTO,Silver
2525,TTO,Bronze
2526,SWE,Silver
2527,NED,Gold
2528,NED,Bronze
2529,VEN,Bronze
2530,GER,Silver
2531,GER,Bronze
2532,GER,Bronze
2533,SUI,Bronze
2534,SUI,Bronze
2535,ITA,Gold
2536,URS,Gold
2537,JAM,Gold
2538,JAM,Gold
2539,JAM,Gold
2540,JAM,Gold
2541,JAM,Gold
2542,JAM,Gold
2543,JAM,Gold
2544,JAM,Gold
2545,USA,Gold
2546,USA,Gold
2547,HUN,Gold
2548,HUN,Gold
2549,FRG,Bronze
2550,ITA,Bronze
2551,KEN,Silver
2552,YUG,Gold
2553,YUG,Silver
2554,YUG,Gold
2555,ITA,Bronze
2556,ITA,Silver
2557,ITA,Silver
2558,FRA,Silver
2559,ITA,Gold
2560,BUL,Bronze
2561,GBR,Gold
2562,NZL,Gold
2563,NZL,Gold
2564,ROU,Bronze
2565,URS,Gold
2566,URS,Bronze
2567,RUS,Bronze
2568,RUS,Silver
2569,UKR,Bronze
2570,DEN,Silver
2571,ITA,Bronze
2572,KOR,Gold
2573,CAN,Gold
2574,ITA,Bronze
2575,ITA,Gold
2576,ITA,Silver
2577,ITA,Bronze
2578,GER,Gold
2579,POL,Bronze
2580,GDR,Bronze
2581,GDR,Silver
2582,FRA,Gold
2583,FRA,Silver
2584,FRA,Bronze
2585,FRA,Silver
2586,USA,Silver
2587,ITA,Silver
2588,GER,Silver
2589,GDR,Bronze
2590,GDR,Gold
2591,GDR,Bronze
2592,ROU,Silver
2593,ROU,Bronze
2594,FRA,Silver
2595,USA,Gold
2596,NED,Silver
2597,NED,Bronze
2598,NED,Silver
2599,NED,Gold
2600,NED,Bronze
2601,NED,Silver
2602,BEL,Silver
2603,THA,Gold
2604,THA,Silver
2605,THA,Bronze
2606,FRG,Bronze
2607,NED,Bronze
2608,USA,Silver
2609,AUS,Silver
2610,AUS,Bronze
2611,AUS,Silver
2612,GBR,Silver
2613,USA,Gold
2614,USA,Gold
2615,TJK,Bronze
2616,SWE,Silver
2617,USA,Bronze
2618,USA,Gold
2619,CRO,Bronze
2620,NOR,Bronze
2621,USA,Silver
2622,RUS,Gold
2623,GDR,Gold
2624,GER,Silver
2625,GER,Bronze
2626,FRA,Silver
2627,USA,Gold
