id,noc,medal
26760,BLR,Gold
26761,JPN,Gold
26762,JPN,Bronze
26763,JPN,Silver
26764,JPN,Gold
26765,JPN,Silver
26766,JPN,Silver
26767,JPN,Gold
26768,JPN,Gold
26769,URS,Silver
26770,URS,Bronze
26771,URS,Gold
26772,URS,Gold
26773,URS,Gold
26774,UKR,Silver
26775,UKR,Bronze
26776,NZL,Bronze
26777,ESP,Silver
26778,ITA,Gold
26779,URS,Gold
26780,RUS,Gold
26781,RUS,Bronze
26782,USA,Silver
26783,USA,Gold
26784,USA,Gold
26785,USA,Silver
26786,ROU,Bronze
26787,ROU,Bronze
26788,ROU,Bronze
26789,ROU,Silver
26790,USA,Gold
26791,USA,Silver
26792,FRA,Silver
26793,NOR,Silver
26794,NOR,Gold
26795,NOR,Gold
26796,NOR,Bronze
26797,DEN,Silver
26798,ROU,Bronze
26799,DEN,Bronze
26800,NZL,Silver
26801,FIJ,Gold
26802,NED,Bronze
26803,NED,Bronze
26804,NZL,Silver
26805,NZL,Gold
26806,FIN,Bronze
26807,UZB,Bronze
26808,HUN,Silver
26809,USA,Silver
26810,UZB,Bronze
26811,BLR,Bronze
26812,BLR,Silver
26813,HUN,Bronze
26814,KEN,Silver
26815,HUN,Bronze
26816,ITA,Gold
26817,USA,Gold
26818,URS,Bronze
26819,FIN,Bronze
26820,FIN,Bronze
26821,FIN,Silver
26822,URS,Gold
26823,URS,Gold
26824,URS,Bronze
26825,RUS,Silver
26826,CAN,Bronze
26827,URS,Gold
26828,URS,Gold
26829,URS,Gold
26830,URS,Silver
26831,URS,Bronze
26832,URS,Bronze
26833,URS,Gold
26834,URS,Silver
26835,URS,Silver
26836,USA,Gold
26837,FIN,Bronze
26838,GEO,Bronze
26839,GBR,Bronze
26840,AUS,Gold
26841,GBR,Gold
26842,GBR,Bronze
26843,CAN,Gold
26844,AUS,Bronze
26845,AUS,Gold
26846,USA,Gold
26847,USA,Gold
26848,USA,Gold
26849,ROU,Silver
26850,AUS,Bronze
26851,USA,Gold
26852,AUS,Silver
26853,USA,Gold
26854,USA,Bronze
26855,CAN,Gold
26856,GBR,Gold
26857,GBR,Bronze
26858,ITA,Silver
26859,RUS,Silver
26860,CAN,Silver
26861,USA,Silver
26862,USA,Silver
26863,FIN,Gold
26864,FIN,Bronze
26865,FIN,Bronze
26866,FIJ,Gold
26867,RUS,Bronze
26868,NOR,Silver
26869,NOR,Silver
26870,NZL,Bronze
26871,CAN,Gold
26872,GBR,Bronze
26873,GBR,Bronze
26874,GBR,Gold
26875,AUS,Bronze
26876,NOR,Gold
26877,NOR,Silver
26878,NOR,Gold
26879,NOR,Silver
26880,NOR,Silver
26881,USA,Silver
26882,USA,Bronze
26883,USA,Gold
26884,USA,Gold
26885,USA,Gold
26886,AUS,Bronze
26887,UKR,Silver
26888,URS,Bronze
26889,EUN,Gold
26890,FIN,Silver
26891,GBR,Silver
26892,URS,Bronze
26893,URS,Gold
26894,GBR,Gold
26895,NOR,Silver
26896,NOR,Silver
26897,URS,Gold
26898,URS,Gold
26899,URS,Silver
26900,RUS,Bronze
26901,URS,Gold
26902,URS,Gold
26903,URS,Gold
26904,URS,Gold
26905,USA,Gold
26906,USA,Silver
26907,USA,Gold
26908,USA,Gold
26909,KOR,Silver
26910,URS,Silver
26911,LTU,Gold
26912,JPN,Silver
26913,JPN,Silver
26914,JPN,Gold
26915,JPN,Silver
26916,JPN,Silver
26917,JPN,Gold
26918,JPN,Gold
26919,JPN,Gold
26920,JPN,Gold
26921,PAK,Gold
26922,CRO,Silver
26923,NGR,Bronze
26924,NGR,Gold
26925,NGR,Bronze
26926,URS,Gold
26927,SCG,Silver
26928,SRB,Bronze
26929,SRB,Bronze
26930,HUN,Bronze
26931,JPN,Bronze
26932,JPN,Bronze
26933,JPN,Bronze
26934,JPN,Gold
26935,JPN,Gold
26936,JPN,Gold
26937,JPN,Bronze
26938,JPN,Bronze
26939,JPN,Gold
26940,JPN,Silver
26941,JPN,Bronze
26942,ESP,Bronze
26943,CUB,Bronze
26944,NGR,Bronze
26945,SWE,Bronze
26946,SWE,Bronze
26947,URS,Silver
26948,GDR,Silver
26949,GDR,Silver
26950,GDR,Bronze
26951,NED,Bronze
26952,RUS,Gold
26953,URS,Gold
26954,CUB,Gold
26955,CUB,Gold
26956,CUB,Silver
26957,URS,Gold
26958,KAZ,Bronze
26959,URS,Silver
26960,FRG,Gold
26961,USA,Gold
26962,NOR,Bronze
26963,GER,Bronze
26964,GDR,Silver
26965,GDR,Bronze
26966,GDR,Gold
26967,GDR,Silver
26968,GDR,Silver
26969,GER,Silver
26970,GDR,Gold
26971,GDR,Gold
26972,GER,Bronze
26973,NOR,Silver
26974,GDR,Bronze
26975,NOR,Bronze
26976,NOR,Gold
26977,NOR,Gold
26978,NOR,Silver
26979,NOR,Gold
26980,NOR,Silver
26981,GER,Bronze
26982,GER,Bronze
26983,URS,Silver
26984,NGR,Bronze
26985,NGR,Bronze
26986,THA,Silver
26987,ESP,Silver
26988,NOR,Silver
26989,NOR,Silver
26990,GDR,Bronze
26991,GDR,Silver
26992,GER,Bronze
26993,ROU,Silver
26994,ROU,Silver
26995,ROU,Bronze
26996,HUN,Silver
26997,GER,Silver
26998,GBR,Bronze
26999,GBR,Gold
27000,FIN,Bronze
27001,FIN,Bronze
27002,CAN,Silver
27003,USA,Silver
27004,BEL,Silver
27005,MGL,Bronze
27006,TCH,Silver
27007,POL,Bronze
27008,GER,Bronze
27009,CAN,Bronze
27010,TCH,Silver
27011,URS,Gold
27012,URS,Silver
27013,ESP,Bronze
27014,ESP,Bronze
27015,ESP,Bronze
27016,ESP,Bronze
27017,URU,Gold
27018,URU,Gold
27019,CUB,Bronze
27020,CUB,Gold
27021,CUB,Silver
27022,ARG,Bronze
27023,PER,Silver
27024,GER,Silver
27025,RUS,Gold
27026,UZB,Bronze
27027,CUB,Gold
27028,COL,Gold
27029,CUB,Gold
27030,GER,Silver
27031,NZL,Bronze
27032,ROU,Silver
27033,ROU,Gold
27034,ROU,Bronze
27035,ROU,Silver
27036,JPN,Silver
27037,RUS,Silver
27038,RUS,Silver
27039,RUS,Bronze
27040,RUS,Silver
27041,UKR,Gold
27042,SCG,Bronze
27043,RUS,Silver
27044,EUN,Bronze
27045,RUS,Silver
27046,ESP,Bronze
27047,ESP,Silver
27048,ARG,Gold
27049,URS,Bronze
27050,EUN,Bronze
27051,GER,Silver
27052,POL,Bronze
27053,RUS,Gold
27054,RUS,Bronze
27055,RUS,Gold
27056,RUS,Bronze
27057,NGR,Bronze
27058,JPN,Silver
27059,NGR,Bronze
27060,URS,Bronze
27061,JPN,Silver
27062,JPN,Bronze
27063,SWE,Gold
27064,AUS,Silver
27065,FRG,Gold
27066,FRG,Bronze
27067,FRG,Bronze
27068,URS,Gold
27069,FIN,Silver
27070,URS,Gold
27071,BRA,Silver
27072,TCH,Silver
27073,FIN,Bronze
27074,NED,Bronze
27075,FIN,Bronze
27076,TCH,Bronze
27077,TCH,Bronze
27078,TCH,Silver
27079,TCH,Gold
27080,TCH,Silver
27081,TCH,Gold
27082,DEN,Bronze
27083,URS,Bronze
27084,URS,Bronze
27085,NOR,Gold
27086,FRG,Bronze
27087,GBR,Gold
27088,CAN,Gold
27089,CAN,Gold
27090,USA,Silver
27091,LTU,Bronze
27092,URS,Gold
27093,EUN,Bronze
27094,EUN,Bronze
27095,EUN,Bronze
27096,EUN,Bronze
27097,EUN,Gold
27098,RUS,Gold
27099,RUS,Gold
27100,ITA,Silver
27101,ITA,Gold
27102,ITA,Bronze
27103,BUL,Silver
27104,LTU,Bronze
27105,BEL,Bronze
27106,CUB,Bronze
27107,CUB,Gold
27108,USA,Bronze
27109,URS,Silver
27110,URS,Silver
27111,URS,Silver
27112,EUN,Bronze
27113,EUN,Bronze
27114,COL,Bronze
27115,CZE,Gold
27116,YUG,Gold
27117,USA,Silver
27118,ESP,Bronze
27119,USA,Gold
27120,USA,Silver
27121,USA,Gold
27122,BRA,Gold
27123,FIN,Bronze
27124,URS,Gold
27125,FIN,Bronze
27126,ITA,Gold
27127,FRA,Silver
27128,ESP,Silver
27129,ITA,Bronze
27130,CUB,Silver
27131,USA,Gold
27132,USA,Gold
27133,CAN,Bronze
27134,TCH,Silver
27135,URS,Silver
27136,FRA,Silver
27137,FRA,Bronze
27138,HUN,Bronze
27139,USA,Silver
27140,BEL,Bronze
27141,GER,Bronze
27142,GER,Silver
27143,GER,Bronze
27144,GER,Silver
27145,GER,Silver
27146,GER,Bronze
27147,GER,Silver
27148,GER,Bronze
27149,GER,Bronze
27150,GER,Bronze
27151,NED,Bronze
27152,NED,Gold
27153,NED,Gold
27154,NED,Silver
27155,BEL,Silver
27156,BEL,Bronze
27157,NED,Gold
27158,NED,Gold
27159,NED,Bronze
27160,NED,Silver
27161,NED,Silver
27162,USA,Bronze
27163,NED,Silver
27164,NED,Bronze
27165,AUS,Silver
27166,USA,Gold
27167,BEL,Silver
27168,BEL,Silver
27169,NED,Gold
27170,NED,Gold
27171,NED,Bronze
27172,NED,Bronze
27173,NED,Bronze
27174,NED,Bronze
27175,NED,Silver
27176,BEL,Gold
27177,BEL,Bronze
27178,BEL,Bronze
27179,NED,Bronze
27180,NED,Gold
27181,NED,Gold
27182,NED,Gold
27183,NED,Bronze
27184,NED,Bronze
27185,NED,Bronze
27186,NED,Gold
27187,BEL,Bronze
27188,BEL,Bronze
27189,BEL,Silver
27190,NED,Gold
27191,NED,Bronze
27192,NED,Gold
27193,NED,Bronze
27194,NED,Gold
27195,NED,Gold
27196,NED,Bronze
27197,NED,Gold
27198,NED,Silver
27199,NED,Silver
27200,NED,Silver
27201,NED,Bronze
27202,RSA,Gold
27203,RSA,Silver
27204,NED,Bronze
27205,RSA,Bronze
27206,NED,Bronze
27207,NED,Bronze
27208,NED,Silver
27209,NED,Silver
27210,NED,Gold
27211,CAN,Silver
27212,NED,Bronze
27213,NED,Gold
27214,NED,Silver
27215,NED,Gold
27216,NED,Silver
27217,NED,Gold
27218,NED,Silver
27219,ESP,Gold
27220,BEL,Bronze
27221,NED,Bronze
27222,NED,Bronze
27223,NED,Silver
27224,NED,Silver
27225,NED,Gold
27226,NED,Silver
27227,NED,Silver
27228,NED,Gold
27229,NED,Silver
27230,NED,Gold
27231,NED,Bronze
27232,NED,Bronze
27233,NED,Bronze
27234,NED,Bronze
27235,NED,Gold
27236,NED,Bronze
27237,NED,Silver
27238,NED,Silver
27239,NED,Silver
27240,NED,Gold
27241,NED,Bronze
27242,BEL,Silver
27243,NED,Bronze
27244,NED,Bronze
27245,USA,Gold
27246,USA,Gold
27247,USA,Gold
27248,USA,Gold
27249,USA,Gold
27250,USA,Gold
27251,NED,Gold
27252,NED,Bronze
27253,NED,Bronze
27254,NED,Bronze
27255,NED,Gold
27256,NED,Bronze
27257,NED,Silver
27258,NED,Gold
27259,NED,Gold
27260,NED,Silver
27261,NED,Silver
27262,BEL,Silver
27263,NED,Bronze
27264,NED,Silver
27265,BEL,Gold
27266,NED,Bronze
27267,NED,Bronze
27268,NED,Silver
27269,NED,Silver
27270,BEL,Bronze
27271,USA,Silver
27272,BEL,Silver
27273,NED,Silver
27274,NED,Gold
27275,BEL,Silver
27276,BEL,Silver
27277,CAN,Bronze
27278,NED,Gold
27279,BEL,Gold
27280,NED,Bronze
27281,AUS,Silver
27282,NED,Silver
27283,NED,Silver
27284,NED,Gold
27285,NED,Silver
27286,NED,Gold
27287,NED,Silver
27288,NED,Gold
27289,NED,Bronze
27290,NED,Gold
27291,BEL,Silver
27292,BEL,Bronze
27293,NED,Bronze
27294,NED,Silver
27295,NED,Silver
27296,NED,Silver
27297,RSA,Gold
27298,USA,Silver
27299,USA,Silver
27300,NED,Gold
27301,NED,Gold
27302,NED,Gold
27303,NED,Bronze
27304,NED,Silver
27305,NED,Silver
27306,NED,Gold
27307,NED,Gold
27308,NED,Silver
27309,NED,Gold
27310,BEL,Bronze
27311,NED,Gold
27312,FRG,Bronze
27313,NED,Bronze
27314,NED,Silver
27315,NED,Gold
27316,RSA,Silver
27317,BEL,Bronze
27318,NED,Silver
27319,NED,Gold
27320,NED,Gold
27321,BEL,Silver
27322,BEL,Bronze
27323,NED,Bronze
27324,NED,Silver
27325,NZL,Bronze
27326,NED,Silver
27327,NED,Gold
27328,NED,Silver
27329,NED,Gold
27330,NED,Bronze
27331,NED,Gold
27332,NED,Gold
27333,BEL,Bronze
27334,NED,Bronze
27335,BEL,Silver
27336,TCH,Bronze
27337,USA,Silver
27338,BEL,Silver
27339,BEL,Bronze
27340,FRA,Bronze
27341,ITA,Gold
27342,USA,Bronze
27343,FRA,Gold
27344,FRA,Bronze
27345,USA,Gold
27346,USA,Bronze
27347,USA,Gold
27348,USA,Bronze
27349,NED,Bronze
27350,NED,Bronze
27351,NED,Bronze
27352,FRA,Bronze
27353,FRA,Bronze
27354,FRA,Bronze
27355,FRA,Bronze
27356,YUG,Silver
27357,FIN,Bronze
27358,HUN,Bronze
27359,NGR,Silver
27360,ITA,Bronze
27361,ITA,Bronze
27362,ITA,Bronze
27363,ITA,Bronze
27364,ITA,Silver
27365,ITA,Gold
27366,ITA,Gold
27367,GRE,Bronze
27368,HUN,Bronze
27369,HUN,Silver
27370,YUG,Silver
27371,HUN,Bronze
27372,URS,Bronze
27373,BUL,Bronze
27374,GBR,Bronze
27375,ROU,Bronze
27376,URS,Gold
27377,USA,Silver
27378,HUN,Gold
27379,HUN,Gold
27380,HUN,Gold
27381,HUN,Gold
27382,HUN,Gold
27383,HUN,Gold
27384,URS,Silver
27385,USA,Silver
27386,CUB,Gold
27387,CUB,Gold
27388,GER,Bronze
27389,HUN,Bronze
27390,HUN,Gold
27391,HUN,Gold
27392,FIN,Bronze
27393,HUN,Bronze
27394,HUN,Bronze
27395,USA,Gold
27396,USA,Silver
27397,CUB,Bronze
27398,FRA,Silver
27399,HUN,Bronze
27400,ESP,Bronze
27401,BUL,Silver
27402,ROU,Bronze
27403,GRE,Silver
27404,ROU,Bronze
27405,ROU,Bronze
27406,URS,Silver
27407,RUS,Gold
27408,BUL,Silver
27409,RUS,Silver
27410,LAT,Silver
27411,URS,Silver
27412,URS,Bronze
27413,URS,Silver
27414,URS,Gold
27415,URS,Gold
27416,EUN,Gold
27417,URS,Gold
27418,URS,Gold
27419,URS,Gold
27420,URS,Silver
27421,URS,Gold
27422,URS,Gold
27423,URS,Silver
27424,RUS,Bronze
27425,RUS,Gold
27426,URS,Gold
27427,SCG,Bronze
27428,FRA,Bronze
27429,FRA,Bronze
27430,FRA,Bronze
27431,RUS,Gold
27432,FIN,Bronze
27433,BUL,Silver
27434,ROU,Bronze
27435,ROU,Bronze
27436,ITA,Silver
27437,FRA,Bronze
27438,SUI,Gold
27439,FRA,Gold
27440,FRA,Silver
27441,URS,Gold
27442,IND,Gold
27443,GEO,Bronze
27444,KAZ,Silver
27445,ESP,Gold
27446,ESP,Silver
27447,EUN,Bronze
27448,TCH,Bronze
27449,ITA,Bronze
27450,ITA,Silver
27451,FRA,Silver
27452,URS,Silver
27453,URS,Gold
27454,URS,Bronze
27455,URS,Gold
27456,FRA,Bronze
27457,NED,Gold
27458,NED,Gold
27459,NED,Silver
27460,NED,Bronze
27461,NED,Silver
27462,NED,Bronze
27463,NED,Bronze
27464,NED,Silver
27465,EST,Gold
27466,EST,Silver
27467,EST,Gold
27468,CUB,Gold
27469,CRO,Silver
27470,BEL,Silver
27471,BEL,Silver
27472,EST,Bronze
27473,PHI,Bronze
27474,FRA,Bronze
27475,NED,Bronze
27476,NED,Gold
27477,NED,Bronze
27478,NED,Silver
27479,NZL,Gold
27480,SLO,Bronze
27481,YUG,Silver
27482,YUG,Bronze
27483,BUL,Silver
27484,SRB,Silver
27485,AUS,Bronze
27486,GRE,Silver
27487,NED,Silver
27488,ITA,Bronze
27489,URS,Bronze
27490,URS,Gold
27491,USA,Silver
27492,USA,Silver
27493,USA,Gold
27494,PUR,Bronze
27495,NED,Silver
27496,URS,Gold
27497,ITA,Silver
27498,USA,Silver
27499,FRA,Bronze
27500,ESP,Bronze
27501,USA,Gold
27502,ITA,Gold
27503,ITA,Bronze
27504,USA,Gold
27505,TCH,Bronze
27506,TCH,Bronze
27507,HUN,Silver
27508,CUB,Silver
27509,CUB,Gold
27510,CUB,Silver
27511,CUB,Gold
27512,FRA,Silver
27513,BEL,Gold
27514,NED,Silver
27515,RUS,Bronze
27516,RUS,Bronze
27517,BEL,Silver
27518,BEL,Silver
27519,USA,Gold
27520,ITA,Silver
27521,USA,Gold
27522,CUB,Bronze
27523,CUB,Gold
27524,USA,Gold
27525,GBR,Silver
27526,BEL,Silver
27527,BEL,Silver
27528,NZL,Bronze
27529,FIJ,Gold
27530,URS,Bronze
27531,HUN,Bronze
27532,HUN,Bronze
27533,POL,Bronze
27534,NED,Silver
27535,BUL,Silver
27536,BUL,Silver
27537,BEL,Silver
27538,NED,Bronze
27539,NED,Bronze
27540,UKR,Bronze
27541,URS,Bronze
27542,HUN,Silver
27543,BEL,Silver
27544,NED,Silver
27545,NED,Silver
27546,ITA,Silver
27547,TCH,Silver
27548,TCH,Gold
27549,FRA,Silver
27550,UKR,Silver
27551,UKR,Gold
27552,ITA,Silver
27553,GBR,Silver
27554,CAN,Bronze
27555,HUN,Silver
27556,HUN,Bronze
27557,ITA,Gold
27558,ITA,Gold
27559,NED,Silver
27560,BEL,Bronze
27561,GRE,Bronze
27562,NED,Bronze
27563,NED,Bronze
27564,NED,Bronze
27565,NED,Silver
27566,BEL,Silver
27567,HUN,Silver
27568,HUN,Gold
27569,NED,Bronze
27570,NED,Gold
27571,YUG,Silver
27572,TCH,Bronze
27573,TCH,Silver
27574,RUS,Silver
27575,RUS,Gold
27576,GRE,Silver
27577,DEN,Gold
27578,DEN,Gold
27579,ITA,Silver
27580,TCH,Silver
27581,DEN,Silver
27582,DEN,Silver
27583,USA,Silver
27584,USA,Silver
27585,GER,Bronze
27586,ITA,Silver
27587,YUG,Silver
27588,ESP,Gold
27589,ESP,Silver
27590,ESP,Silver
27591,SUI,Silver
27592,FRA,Bronze
27593,BRA,Bronze
27594,ITA,Bronze
27595,CRO,Gold
27596,ITA,Bronze
27597,FRA,Bronze
27598,YUG,Gold
27599,ITA,Bronze
27600,USA,Bronze
27601,GBR,Bronze
27602,AUS,Bronze
27603,FRA,Silver
27604,ESP,Gold
27605,FRA,Gold
27606,URU,Gold
27607,VEN,Bronze
27608,USA,Silver
27609,USA,Bronze
27610,HUN,Silver
27611,YUG,Silver
27612,YUG,Gold
27613,USA,Silver
27614,USA,Gold
27615,USA,Gold
27616,YUG,Gold
27617,ITA,Bronze
27618,ROU,Bronze
27619,MEX,Gold
27620,GER,Silver
27621,GER,Silver
27622,BRA,Silver
27623,FRA,Gold
27624,NED,Silver
27625,FRA,Bronze
27626,GBR,Bronze
27627,LAT,Gold
27628,FIN,Silver
27629,NOR,Silver
27630,NOR,Bronze
27631,NOR,Gold
27632,NOR,Gold
27633,NOR,Gold
27634,SWE,Bronze
27635,SWE,Silver
27636,URS,Gold
27637,URS,Gold
27638,ARG,Gold
27639,CAN,Silver
27640,CAN,Silver
27641,FRA,Silver
27642,FRA,Bronze
27643,CUB,Bronze
27644,YUG,Silver
27645,URS,Silver
27646,SUI,Gold
27647,HUN,Bronze
27648,RSA,Silver
27649,LAT,Silver
27650,FIN,Bronze
27651,USA,Silver
27652,USA,Bronze
27653,USA,Silver
27654,USA,Gold
27655,ITA,Bronze
27656,ESP,Gold
27657,ITA,Silver
27658,PHI,Silver
27659,PHI,Bronze
27660,HUN,Silver
27661,ARG,Bronze
27662,ESP,Gold
27663,RUS,Silver
27664,RUS,Silver
27665,TCH,Bronze
27666,CUB,Gold
27667,CUB,Gold
27668,SWE,Gold
27669,NOR,Silver
27670,NOR,Bronze
27671,NOR,Silver
27672,USA,Bronze
27673,USA,Bronze
27674,FIJ,Gold
27675,BRA,Bronze
27676,BRA,Bronze
27677,FIN,Bronze
27678,FIN,Silver
27679,FIN,Silver
27680,CAN,Gold
27681,CAN,Silver
27682,CAN,Silver
27683,ROU,Gold
27684,ITA,Bronze
27685,FIN,Bronze
27686,RUS,Bronze
27687,YUG,Silver
27688,YUG,Gold
27689,LTU,Bronze
27690,NED,Silver
27691,BEL,Silver
27692,LTU,Bronze
27693,CZE,Silver
27694,UKR,Bronze
27695,ITA,Silver
27696,ITA,Gold
27697,ARG,Gold
27698,BEL,Silver
27699,ITA,Gold
27700,TCH,Gold
27701,ROU,Silver
27702,HUN,Gold
27703,ITA,Silver
27704,TCH,Bronze
27705,ROU,Gold
27706,ROU,Silver
27707,ROU,Bronze
27708,CRO,Silver
27709,CRO,Bronze
27710,CAN,Gold
27711,URS,Silver
27712,URS,Gold
27713,URS,Silver
27714,FRA,Silver
27715,NED,Bronze
27716,NED,Bronze
27717,TCH,Bronze
27718,TCH,Bronze
27719,RUS,Bronze
27720,RUS,Bronze
27721,USA,Bronze
27722,EST,Bronze
27723,GDR,Silver
27724,GDR,Silver
27725,GER,Bronze
27726,GDR,Bronze
27727,GER,Gold
27728,GER,Gold
27729,GER,Bronze
27730,USA,Gold
27731,USA,Gold
27732,GDR,Silver
27733,NED,Gold
27734,NED,Gold
27735,NED,Silver
27736,GER,Silver
27737,TCH,Bronze
27738,GDR,Gold
27739,GBR,Gold
27740,USA,Bronze
27741,USA,Bronze
27742,USA,Silver
27743,GER,Bronze
27744,GDR,Gold
27745,ROU,Bronze
27746,ROU,Silver
27747,ROU,Bronze
27748,ROU,Silver
27749,ROU,Bronze
27750,ROU,Bronze
27751,HUN,Bronze
27752,YUG,Silver
27753,TCH,Silver
27754,CZE,Bronze
27755,AUT,Silver
27756,BLR,Bronze
27757,URS,Gold
27758,ZIM,Gold
27759,FRG,Bronze
27760,GER,Bronze
27761,GER,Gold
27762,GER,Bronze
27763,GER,Silver
27764,GER,Bronze
27765,GER,Gold
27766,GER,Gold
27767,GER,Bronze
27768,FRG,Bronze
27769,RUS,Bronze
27770,RUS,Gold
27771,RUS,Gold
27772,URS,Bronze
27773,URS,Bronze
27774,EUN,Silver
27775,URS,Silver
27776,URS,Gold
27777,URS,Gold
27778,URS,Gold
27779,FRA,Bronze
27780,GER,Gold
27781,USA,Silver
27782,USA,Gold
27783,USA,Gold
27784,USA,Gold
27785,USA,Gold
27786,USA,Silver
27787,USA,Bronze
27788,USA,Gold
27789,USA,Bronze
27790,URS,Silver
27791,URS,Silver
27792,URS,Bronze
27793,URS,Gold
27794,KAZ,Bronze
27795,RUS,Bronze
27796,RUS,Gold
27797,RUS,Gold
27798,USA,Gold
27799,USA,Bronze
27800,GER,Bronze
27801,LTU,Silver
27802,ROU,Bronze
27803,GER,Gold
27804,GER,Bronze
27805,GER,Bronze
27806,GER,Silver
27807,GER,Bronze
27808,GER,Bronze
27809,USA,Bronze
27810,USA,Gold
27811,DEN,Silver
27812,DEN,Gold
27813,GER,Silver
27814,GER,Bronze
27815,GER,Silver
27816,GER,Gold
27817,GER,Silver
27818,SUI,Bronze
27819,HUN,Silver
27820,HUN,Gold
27821,HUN,Gold
27822,HUN,Silver
27823,HUN,Gold
27824,HUN,Silver
27825,HUN,Silver
27826,NED,Bronze
27827,SWE,Gold
27828,HUN,Silver
27829,NOR,Gold
27830,USA,Silver
27831,USA,Gold
27832,USA,Gold
27833,USA,Gold
27834,GER,Bronze
27835,NED,Gold
27836,NED,Bronze
27837,EST,Bronze
27838,CRO,Gold
27839,CRO,Bronze
27840,UKR,Bronze
27841,URS,Bronze
27842,URS,Gold
27843,URS,Gold
27844,URS,Bronze
27845,URS,Bronze
27846,URS,Gold
27847,RUS,Gold
27848,URS,Silver
27849,URS,Silver
27850,URS,Gold
27851,URS,Silver
27852,URS,Gold
27853,URS,Silver
27854,URS,Bronze
27855,URS,Silver
27856,URS,Silver
27857,URS,Silver
27858,URS,Gold
27859,URS,Bronze
27860,URS,Bronze
27861,URS,Gold
27862,RUS,Bronze
27863,EUN,Gold
27864,RUS,Gold
27865,HUN,Gold
27866,GDR,Silver
27867,NED,Bronze
27868,NED,Gold
27869,FRG,Gold
27870,NED,Silver
27871,URS,Gold
27872,GDR,Silver
27873,FRG,Silver
27874,FIN,Bronze
27875,RUS,Silver
27876,RUS,Bronze
27877,RUS,Gold
27878,RUS,Gold
27879,RUS,Bronze
27880,RUS,Silver
27881,FRG,Bronze
27882,SWE,Silver
27883,YUG,Silver
27884,CRO,Silver
27885,CRO,Silver
27886,CRO,Silver
27887,NED,Bronze
27888,USA,Gold
27889,NED,Silver
27890,FRA,Gold
27891,GER,Silver
27892,ITA,Silver
27893,SCG,Bronze
27894,SCG,Silver
27895,SRB,Bronze
27896,CRO,Bronze
27897,SCG,Bronze
27898,SCG,Gold
27899,YUG,Bronze
27900,YUG,Bronze
27901,YUG,Gold
27902,YUG,Bronze
27903,SCG,Bronze
27904,YUG,Silver
27905,YUG,Silver
27906,MNE,Silver
27907,YUG,Bronze
27908,ARG,Silver
27909,ARG,Bronze
27910,ARG,Bronze
27911,CRO,Gold
27912,CRO,Bronze
27913,YUG,Gold
27914,YUG,Silver
27915,YUG,Gold
27916,ITA,Bronze
27917,SCG,Gold
27918,RUS,Bronze
27919,RUS,Bronze
27920,RUS,Gold
27921,CZE,Bronze
27922,RUS,Silver
27923,RUS,Silver
27924,RUS,Silver
27925,TCH,Silver
27926,RUS,Bronze
27927,URS,Bronze
27928,GER,Bronze
27929,GDR,Silver
27930,AUT,Gold
27931,AUT,Silver
27932,AUT,Silver
27933,JPN,Bronze
27934,JPN,Bronze
27935,NZL,Gold
27936,CAN,Silver
27937,BEL,Silver
27938,NOR,Gold
27939,GER,Bronze
27940,USA,Silver
27941,USA,Gold
27942,USA,Gold
27943,USA,Bronze
27944,GER,Gold
27945,CAN,Gold
27946,NED,Gold
27947,GER,Silver
27948,GER,Bronze
27949,USA,Gold
27950,GDR,Gold
27951,FIN,Silver
27952,SWE,Silver
27953,AUT,Silver
27954,AUT,Bronze
27955,AUT,Silver
27956,FIN,Bronze
27957,USA,Bronze
27958,SUI,Bronze
27959,USA,Gold
27960,USA,Gold
27961,KEN,Bronze
27962,KEN,Silver
27963,USA,Silver
27964,USA,Silver
27965,POL,Bronze
27966,POL,Silver
27967,JPN,Bronze
27968,GBR,Gold
27969,CAN,Gold
27970,KEN,Silver
27971,BRA,Gold
27972,POL,Silver
27973,POL,Bronze
27974,AUT,Silver
27975,AUT,Silver
27976,CAN,Silver
27977,TTO,Gold
27978,TTO,Bronze
27979,GER,Bronze
27980,FRG,Silver
27981,GBR,Gold
27982,USA,Gold
27983,SWE,Gold
27984,SWE,Silver
27985,CAN,Silver
27986,CAN,Gold
27987,CAN,Gold
27988,FRA,Silver
27989,USA,Bronze
27990,GER,Silver
27991,BRA,Bronze
27992,BRA,Gold
27993,GBR,Silver
27994,POL,Silver
27995,SWE,Bronze
27996,GBR,Bronze
27997,GER,Gold
27998,FRA,Bronze
27999,GBR,Bronze
28000,GBR,Silver
28001,GBR,Silver
28002,USA,Bronze
28003,JAM,Gold
28004,USA,Silver
28005,USA,Gold
28006,USA,Bronze
28007,USA,Gold
28008,RSA,Gold
28009,RSA,Gold
28010,GBR,Bronze
28011,NZL,Silver
28012,GBR,Silver
28013,USA,Silver
28014,USA,Bronze
28015,USA,Gold
28016,USA,Gold
28017,USA,Gold
28018,BRA,Silver
28019,BRA,Gold
28020,GBR,Silver
28021,CAN,Silver
28022,AUS,Silver
28023,CAN,Gold
28024,CAN,Silver
28025,GER,Silver
28026,NOR,Silver
28027,SWE,Silver
28028,SWE,Silver
28029,USA,Silver
28030,USA,Silver
28031,SUI,Gold
28032,SWE,Silver
28033,SWE,Gold
28034,SWE,Silver
28035,SWE,Silver
28036,SWE,Silver
